Serial Number,WF5141158
Sample ID,00047
Start Time,2023-08-10 13:20:55 UTC
Duration,0:03:34
Total Volume (l),2.21
Distance (m),48
Peak Pressure (psi),7.9
Avg Flow (l/min),0.6
Avg Rate (mL/m),46.3
Avg Speed (m/s),0.2


Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (±m),Status
42,0.36,2.76,0.70,53.35,0.22,41.457464,-82.160529,175.0,3.3,
44,0.38,2.25,0.70,54.09,0.22,41.457464,-82.160520,175.6,3.3,
46,0.41,1.64,0.70,54.68,0.21,41.457464,-82.160514,175.5,3.3,
48,0.43,2.65,0.70,54.04,0.22,41.457462,-82.160510,174.9,3.3,
50,0.45,2.26,0.70,54.45,0.21,41.457461,-82.160505,174.4,3.0,
52,0.48,2.07,0.70,52.95,0.22,41.457459,-82.160499,173.8,3.0,
54,0.50,1.62,0.70,52.05,0.22,41.457460,-82.160492,173.5,3.0,
56,0.53,1.77,0.70,51.79,0.23,41.457459,-82.160485,173.2,3.0,
58,0.55,1.85,0.69,51.72,0.22,41.457458,-82.160481,172.4,3.0,
60,0.57,2.56,0.70,51.50,0.23,41.457456,-82.160474,172.0,4.2,
62,0.60,2.11,0.70,51.59,0.23,41.457457,-82.160467,171.9,4.2,
64,0.62,1.70,0.70,51.29,0.23,41.457457,-82.160461,171.3,4.2,
66,0.64,1.88,0.70,50.59,0.23,41.457457,-82.160456,170.8,4.2,
68,0.66,2.00,0.70,52.81,0.22,41.457456,-82.160450,170.3,4.2,
70,0.69,2.11,0.70,50.99,0.23,41.457455,-82.160445,169.8,3.7,
72,0.71,2.31,0.69,50.09,0.23,41.457455,-82.160439,169.8,3.7,
74,0.74,1.75,0.71,52.56,0.23,41.457455,-82.160434,169.8,3.7,
76,0.76,1.88,0.70,50.77,0.23,41.457453,-82.160428,169.8,3.7,
78,0.78,2.68,0.68,47.17,0.24,41.457450,-82.160420,169.4,3.7,
80,0.80,2.29,0.71,50.16,0.24,41.457454,-82.160418,170.0,3.0,
82,0.83,2.61,0.69,49.32,0.23,41.457457,-82.160416,171.0,3.0,
84,0.85,2.10,0.71,50.04,0.24,41.457456,-82.160412,171.4,3.0,
86,0.88,1.68,0.70,49.78,0.23,41.457456,-82.160411,171.3,3.0,
88,0.90,2.63,0.70,48.98,0.24,41.457452,-82.160401,172.0,3.0,
90,0.92,2.00,0.70,51.43,0.23,41.457451,-82.160400,171.6,3.3,
92,0.94,2.05,0.70,52.35,0.22,41.457449,-82.160396,171.3,3.3,
94,0.97,2.19,0.70,53.20,0.22,41.457448,-82.160390,171.3,3.3,
96,0.99,2.73,0.70,55.50,0.21,41.457447,-82.160386,171.2,3.3,
98,1.02,2.34,0.70,56.66,0.21,41.457448,-82.160382,171.4,3.3,
100,1.04,1.88,0.70,56.09,0.21,41.457450,-82.160378,171.5,3.4,
102,1.06,2.29,0.70,55.46,0.21,41.457449,-82.160374,172.0,3.4,
104,1.08,2.22,0.70,56.06,0.21,41.457449,-82.160372,171.7,3.4,
106,1.11,2.57,0.70,56.55,0.21,41.457449,-82.160369,171.4,3.4,
108,1.13,2.28,0.70,56.57,0.21,41.457449,-82.160367,171.0,3.4,
110,1.16,2.53,0.70,56.09,0.21,41.457450,-82.160363,170.6,3.9,
112,1.18,2.69,0.70,55.71,0.21,41.457450,-82.160358,170.3,3.9,
114,1.20,2.04,0.70,55.57,0.21,41.457449,-82.160353,170.2,3.9,
116,1.23,2.13,0.70,55.78,0.21,41.457451,-82.160349,170.1,3.9,
118,1.25,1.89,0.70,56.97,0.20,41.457451,-82.160343,170.2,3.9,
120,1.27,1.90,0.70,56.27,0.21,41.457451,-82.160337,170.4,3.3,
122,1.30,1.81,0.70,57.56,0.20,41.457451,-82.160334,170.1,3.3,
124,1.32,1.80,0.70,56.92,0.20,41.457449,-82.160327,170.0,3.3,
126,1.34,2.36,0.70,55.01,0.21,41.457446,-82.160316,170.3,3.3,
128,1.37,2.26,0.70,53.83,0.22,41.457445,-82.160310,170.4,3.3,
130,1.39,2.78,0.70,52.95,0.22,41.457446,-82.160303,170.7,3.0,
132,1.41,2.64,0.70,52.68,0.22,41.457448,-82.160296,171.0,3.0,
134,1.44,2.26,0.70,50.99,0.23,41.457450,-82.160289,171.5,3.0,
136,1.46,2.15,0.70,49.57,0.24,41.457452,-82.160282,171.6,3.0,
138,1.48,1.81,0.70,48.67,0.24,41.457453,-82.160276,171.6,3.0,
140,1.51,1.81,0.70,48.53,0.24,41.457456,-82.160273,171.3,3.1,
142,1.53,2.06,0.70,47.50,0.25,41.457460,-82.160270,171.1,3.1,
144,1.55,2.04,0.70,47.50,0.25,41.457465,-82.160268,170.7,3.1,
146,1.58,2.45,0.70,48.87,0.24,41.457466,-82.160266,170.6,3.1,
148,1.60,2.39,0.70,48.49,0.24,41.457465,-82.160258,170.9,3.1,
150,1.62,2.54,0.70,49.21,0.24,41.457463,-82.160253,170.7,3.7,
152,1.65,2.54,0.70,49.45,0.23,41.457462,-82.160244,170.9,3.7,
154,1.67,2.27,0.70,50.59,0.23,41.457461,-82.160238,171.0,3.7,
156,1.69,2.78,0.70,51.71,0.23,41.457461,-82.160233,171.2,3.7,
158,1.72,1.84,0.70,52.00,0.22,41.457461,-82.160227,171.2,3.7,
160,1.74,1.91,0.70,53.57,0.22,41.457461,-82.160225,171.2,3.7,
162,1.76,1.97,0.70,54.29,0.21,41.457461,-82.160220,171.2,3.7,
164,1.79,1.83,0.70,55.74,0.21,41.457460,-82.160214,171.2,3.7,
166,1.81,2.05,0.70,56.27,0.20,41.457460,-82.160210,171.0,3.7,
168,1.83,2.37,0.70,57.63,0.20,41.457459,-82.160203,171.2,3.7,
170,1.86,2.48,0.70,57.06,0.20,41.457458,-82.160196,171.5,3.2,
172,1.88,2.37,0.70,56.86,0.20,41.457457,-82.160190,171.5,3.2,
174,1.90,2.60,0.70,57.84,0.20,41.457457,-82.160184,171.4,3.2,
176,1.93,2.34,0.70,58.52,0.20,41.457456,-82.160177,171.6,3.2,
178,1.95,2.35,0.70,59.58,0.20,41.457450,-82.160166,171.8,3.2,
180,1.97,2.43,0.70,58.63,0.20,41.457444,-82.160154,172.0,6.3,
182,2.00,5.25,0.66,56.08,0.19,41.457444,-82.160149,172.0,6.3,
184,2.02,7.86,0.70,59.37,0.20,41.457444,-82.160142,172.3,6.3,
186,2.04,7.68,0.69,57.92,0.20,41.457444,-82.160135,172.5,6.3,
188,2.07,6.73,0.71,60.02,0.19,41.457445,-82.160127,172.9,6.3,
190,2.09,6.86,0.70,60.45,0.19,41.457443,-82.160123,172.9,2.5,
192,2.11,6.14,0.70,61.74,0.19,41.457443,-82.160117,173.2,2.5,
194,2.13,6.32,0.65,56.69,0.19,41.457445,-82.160111,173.5,2.5,
196,2.15,6.75,0.51,44.43,0.19,41.457445,-82.160106,173.5,2.5,
198,2.16,6.30,0.40,34.45,0.19,41.457446,-82.160101,173.8,2.5,
200,2.17,6.87,0.31,26.79,0.20,41.457447,-82.160093,174.1,3.7,
202,2.19,6.39,0.46,38.92,0.20,41.457447,-82.160088,174.1,3.7,
204,2.20,5.58,0.41,33.95,0.20,41.457451,-82.160084,174.0,3.7,
206,2.20,5.25,0.21,17.54,0.20,41.457455,-82.160080,174.0,3.7,
208,2.21,5.21,0.13,10.78,0.20,41.457461,-82.160076,174.0,3.7,l
210,2.21,5.10,0.05,4.13,0.20,41.457464,-82.160070,174.1,3.1,lm
212,2.21,5.07,0.01,0.74,0.23,41.457466,-82.160061,174.7,3.1,lm
214,2.21,5.05,0.01,0.74,0.23,41.457466,-82.160056,175.0,3.1,lm
