Serial Number,WF5141158
Sample ID,00061
Start Time,2023-09-18 20:21:49 UTC
Duration,0:09:13
Total Volume (l),4.82
Distance (m),30
Peak Pressure (psi),12.3
Avg Flow (l/min),0.5
Avg Rate (mL/m),171.5
Avg Speed (m/s),0.1


Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (±m),Status
134,1.45,3.82,0.70,175.57,0.07,42.127849,-80.110568,172.4,3.4,
136,1.47,4.07,0.70,169.20,0.07,42.127847,-80.110567,172.5,3.4,
138,1.49,4.05,0.69,165.23,0.07,42.127845,-80.110566,172.6,3.4,
140,1.52,4.00,0.71,186.21,0.06,42.127844,-80.110565,172.8,3.4,
142,1.54,4.01,0.69,181.39,0.06,42.127843,-80.110565,172.9,3.4,
144,1.56,4.21,0.70,182.72,0.06,42.127842,-80.110564,173.0,3.4,
146,1.59,4.33,0.69,167.27,0.07,42.127839,-80.110563,172.6,3.4,
148,1.61,4.05,0.71,181.35,0.07,42.127838,-80.110561,172.5,3.4,
150,1.63,4.33,0.69,219.26,0.05,42.127837,-80.110560,172.5,3.4,
152,1.66,4.28,0.70,236.89,0.05,42.127836,-80.110558,172.2,3.4,
154,1.68,4.35,0.70,253.07,0.05,42.127835,-80.110557,172.0,3.4,
156,1.70,4.07,0.70,262.76,0.04,42.127834,-80.110556,171.9,3.4,
158,1.73,4.66,0.70,258.97,0.05,42.127833,-80.110555,171.8,3.4,
160,1.75,4.19,0.71,265.62,0.04,42.127831,-80.110553,171.5,3.4,
162,1.77,4.31,0.73,280.02,0.04,42.127830,-80.110551,171.2,3.4,
164,1.79,4.56,0.67,260.60,0.04,42.127827,-80.110549,171.0,3.4,
166,1.82,4.24,0.72,327.87,0.04,42.127827,-80.110547,170.7,3.4,
168,1.84,4.53,0.69,308.72,0.04,42.127827,-80.110544,170.3,3.4,
170,1.87,4.52,0.71,290.03,0.04,42.127827,-80.110542,170.0,3.4,
172,1.89,4.94,0.68,290.97,0.04,42.127827,-80.110541,169.6,3.4,
174,1.91,4.45,0.72,312.91,0.04,42.127827,-80.110540,169.6,3.4,
176,1.94,4.89,0.69,310.81,0.04,42.127826,-80.110540,169.6,3.4,
178,1.96,4.72,0.71,316.82,0.04,42.127826,-80.110542,169.9,3.4,
180,1.98,4.89,0.70,288.07,0.04,42.127825,-80.110544,170.4,3.4,
182,2.01,4.77,0.70,273.54,0.04,42.127824,-80.110546,170.9,3.4,
184,2.03,4.84,0.70,283.17,0.04,42.127823,-80.110549,171.5,3.4,
186,2.05,5.15,0.69,252.47,0.05,42.127823,-80.110551,171.8,3.4,
188,2.08,5.11,0.69,246.78,0.05,42.127823,-80.110552,172.0,3.4,
190,2.10,4.86,0.70,252.25,0.05,42.127823,-80.110552,172.1,3.4,
192,2.12,5.06,0.70,221.17,0.05,42.127824,-80.110552,172.0,3.4,
194,2.15,5.21,0.70,218.89,0.05,42.127826,-80.110550,171.5,3.4,
196,2.17,5.02,0.69,206.09,0.06,42.127827,-80.110550,171.8,3.4,
198,2.19,5.27,0.71,182.19,0.06,42.127830,-80.110547,171.8,3.4,
200,2.22,5.16,0.70,169.70,0.07,42.127832,-80.110545,171.8,3.4,
202,2.24,5.29,0.69,166.43,0.07,42.127834,-80.110546,171.9,3.4,
204,2.26,5.14,0.69,173.06,0.07,42.127834,-80.110549,172.1,3.4,
206,2.29,5.77,0.70,178.66,0.07,42.127837,-80.110549,172.0,3.4,
208,2.31,5.00,0.69,167.76,0.07,42.127840,-80.110549,171.6,3.4,
210,2.33,5.69,0.72,164.84,0.07,42.127842,-80.110549,171.9,3.4,
212,2.36,5.32,0.69,144.38,0.08,42.127846,-80.110549,172.2,3.4,
214,2.38,5.54,0.71,141.63,0.08,42.127848,-80.110549,172.4,3.4,
216,2.40,6.06,0.68,132.01,0.09,42.127850,-80.110548,172.4,3.4,
218,2.43,5.42,0.73,147.12,0.08,42.127852,-80.110548,172.7,3.4,
220,2.45,6.28,0.68,133.25,0.09,42.127855,-80.110547,172.5,3.4,
222,2.47,5.42,0.71,124.23,0.10,42.127856,-80.110546,172.6,3.4,
224,2.50,6.39,0.69,105.17,0.11,42.127859,-80.110545,172.7,3.4,
226,2.52,5.82,0.71,97.72,0.12,42.127861,-80.110544,173.0,3.4,
228,2.54,6.15,0.69,89.81,0.13,42.127863,-80.110541,173.3,3.4,
230,2.57,6.12,0.69,84.87,0.14,42.127866,-80.110538,173.8,3.4,
232,2.59,6.02,0.71,86.85,0.14,42.127868,-80.110534,174.6,3.4,
234,2.61,6.73,0.68,79.67,0.14,42.127870,-80.110529,175.2,3.4,
236,2.64,6.34,0.71,80.83,0.15,42.127872,-80.110527,175.5,3.4,
238,2.66,6.69,0.69,81.44,0.14,42.127873,-80.110526,175.8,3.4,
240,2.68,6.05,0.69,85.95,0.13,42.127874,-80.110526,176.2,3.4,
242,2.71,6.96,0.70,92.74,0.13,42.127875,-80.110525,176.2,3.4,
244,2.73,6.31,0.69,99.39,0.12,42.127878,-80.110525,176.2,3.4,
246,2.75,6.98,0.71,113.51,0.10,42.127878,-80.110527,176.0,3.4,
248,2.77,7.13,0.68,113.05,0.10,42.127880,-80.110526,176.2,3.4,
250,2.80,6.41,0.71,130.68,0.09,42.127880,-80.110526,176.1,3.4,
252,2.82,7.52,0.69,150.62,0.08,42.127880,-80.110527,176.4,3.4,
254,2.84,7.98,0.71,173.51,0.07,42.127882,-80.110527,176.6,3.4,
256,2.87,6.46,0.71,182.47,0.06,42.127882,-80.110526,176.7,3.4,
258,2.89,7.44,0.70,184.16,0.06,42.127883,-80.110526,176.4,2.3,
260,2.92,6.98,0.70,179.63,0.06,42.127882,-80.110527,176.3,2.3,
262,2.94,7.41,0.69,176.79,0.07,42.127882,-80.110529,176.2,2.3,
264,2.96,7.43,0.70,150.44,0.08,42.127882,-80.110528,175.9,2.3,
266,2.99,7.51,0.70,142.54,0.08,42.127881,-80.110528,175.4,2.3,
268,3.01,7.66,0.69,150.52,0.08,42.127879,-80.110528,175.5,4.1,
270,3.03,7.98,0.70,151.71,0.08,42.127874,-80.110528,175.1,4.1,
272,3.05,8.45,0.60,122.10,0.08,42.127870,-80.110526,175.3,4.1,
274,3.07,8.70,0.66,134.80,0.08,42.127866,-80.110530,175.9,4.1,
276,3.10,8.73,0.75,150.60,0.08,42.127862,-80.110533,176.2,4.1,
278,3.12,8.81,0.72,132.67,0.09,42.127859,-80.110534,176.1,3.4,
280,3.14,8.69,0.66,121.41,0.09,42.127857,-80.110537,176.3,3.4,
282,3.17,8.80,0.73,131.67,0.09,42.127856,-80.110538,176.3,3.4,
284,3.19,8.87,0.71,146.91,0.08,42.127855,-80.110540,176.3,3.4,
286,3.22,8.83,0.72,157.27,0.08,42.127854,-80.110540,176.4,3.4,
288,3.24,8.80,0.72,153.85,0.08,42.127853,-80.110541,176.5,3.9,
290,3.26,8.85,0.70,151.71,0.08,42.127852,-80.110543,176.6,3.9,
292,3.29,9.07,0.66,137.24,0.08,42.127851,-80.110546,176.7,3.9,
294,3.31,9.16,0.69,140.50,0.08,42.127852,-80.110551,177.0,3.9,
296,3.33,9.31,0.70,151.32,0.08,42.127852,-80.110554,177.2,3.9,
299,3.36,9.40,0.69,156.89,0.07,42.127852,-80.110557,177.3,3.4,
301,3.38,9.48,0.69,153.23,0.08,42.127852,-80.110558,177.3,3.4,
303,3.40,9.51,0.69,158.62,0.07,42.127852,-80.110559,177.3,3.4,
305,3.42,9.74,0.66,157.26,0.07,42.127851,-80.110560,177.3,3.4,
307,3.45,9.82,0.68,166.30,0.07,42.127851,-80.110560,177.2,3.4,
309,3.47,9.80,0.68,175.98,0.06,42.127851,-80.110561,177.1,5.1,
311,3.49,9.77,0.66,170.94,0.06,42.127849,-80.110564,177.3,5.1,
313,3.51,9.95,0.66,185.19,0.06,42.127848,-80.110564,177.1,5.1,
315,3.53,10.08,0.65,188.90,0.06,42.127846,-80.110560,177.0,5.1,
317,3.56,10.33,0.67,200.48,0.06,42.127847,-80.110562,177.0,5.1,
319,3.58,10.57,0.67,207.95,0.05,42.127847,-80.110562,177.3,3.4,
321,3.60,10.77,0.67,224.23,0.05,42.127846,-80.110562,177.2,3.4,
323,3.62,10.88,0.66,221.77,0.05,42.127845,-80.110563,176.9,3.4,
325,3.65,10.98,0.69,227.05,0.05,42.127843,-80.110563,176.7,3.4,
327,3.67,11.00,0.68,230.59,0.05,42.127843,-80.110563,176.7,3.4,
329,3.69,11.21,0.67,227.20,0.05,42.127842,-80.110564,176.5,3.4,
331,3.71,11.21,0.65,225.23,0.05,42.127842,-80.110563,176.3,3.4,
333,3.73,11.40,0.65,226.17,0.05,42.127843,-80.110563,176.2,3.4,
335,3.76,11.42,0.65,256.11,0.04,42.127842,-80.110562,176.3,3.4,
337,3.78,11.41,0.63,246.77,0.04,42.127840,-80.110561,176.2,3.4,
339,3.80,11.52,0.62,246.62,0.04,42.127840,-80.110561,176.2,2.8,
341,3.82,11.60,0.64,257.96,0.04,42.127841,-80.110560,176.1,2.8,
343,3.84,11.62,0.61,263.73,0.04,42.127839,-80.110563,176.2,2.8,
345,3.86,11.54,0.59,269.78,0.04,42.127839,-80.110564,176.1,2.8,
347,3.88,11.60,0.60,252.53,0.04,42.127839,-80.110564,176.1,2.8,
349,3.90,11.67,0.58,244.42,0.04,42.127840,-80.110564,176.3,2.6,
351,3.92,11.80,0.60,254.13,0.04,42.127840,-80.110564,176.4,2.6,
353,3.94,11.76,0.56,228.76,0.04,42.127842,-80.110564,176.4,2.6,
355,3.95,11.78,0.52,207.58,0.04,42.127842,-80.110563,176.5,2.6,
357,3.97,11.82,0.53,214.66,0.04,42.127842,-80.110563,176.5,2.6,
359,3.99,11.88,0.54,214.80,0.04,42.127841,-80.110563,176.5,2.6,
361,4.01,11.82,0.52,195.20,0.04,42.127842,-80.110562,176.4,2.6,
363,4.02,11.71,0.50,188.32,0.04,42.127844,-80.110561,176.2,2.6,
365,4.04,11.82,0.48,185.40,0.04,42.127846,-80.110562,176.2,2.6,
367,4.05,11.92,0.49,182.50,0.04,42.127847,-80.110563,176.3,2.6,
369,4.07,11.81,0.47,170.10,0.05,42.127849,-80.110562,176.3,2.5,
371,4.09,11.93,0.47,170.29,0.05,42.127851,-80.110562,176.3,2.5,
373,4.10,11.90,0.46,182.32,0.04,42.127852,-80.110562,176.4,2.5,
375,4.12,11.94,0.44,135.68,0.05,42.127851,-80.110564,176.5,2.5,
377,4.13,11.88,0.43,127.41,0.06,42.127852,-80.110564,176.5,2.5,
379,4.14,11.88,0.42,125.00,0.06,42.127853,-80.110563,176.4,2.5,
381,4.16,11.93,0.41,133.86,0.05,42.127855,-80.110563,176.4,2.5,
383,4.17,11.94,0.41,134.12,0.05,42.127854,-80.110563,176.4,2.5,
385,4.18,11.87,0.39,118.94,0.05,42.127854,-80.110563,176.4,2.5,
387,4.20,11.87,0.38,119.05,0.05,42.127855,-80.110563,176.5,2.5,
389,4.21,11.82,0.38,113.10,0.06,42.127855,-80.110563,176.5,2.5,
391,4.22,11.86,0.34,101.37,0.06,42.127856,-80.110563,176.5,2.5,
393,4.23,11.87,0.37,105.41,0.06,42.127856,-80.110563,176.5,2.5,
395,4.24,11.81,0.33,116.28,0.05,42.127856,-80.110562,176.5,2.5,
397,4.25,11.87,0.32,119.05,0.04,42.127856,-80.110562,176.5,2.5,
399,4.27,11.80,0.32,124.90,0.04,42.127857,-80.110562,176.5,2.5,
401,4.28,11.84,0.31,111.83,0.05,42.127857,-80.110562,176.5,2.5,
403,4.29,11.78,0.31,113.06,0.05,42.127857,-80.110561,176.4,2.5,
405,4.30,11.66,0.28,111.11,0.04,42.127859,-80.110561,176.3,2.5,
407,4.30,11.73,0.28,125.11,0.04,42.127860,-80.110561,176.3,2.5,
409,4.32,11.82,0.31,165.86,0.03,42.127861,-80.110560,176.3,2.5,
411,4.32,11.77,0.27,135.34,0.03,42.127862,-80.110561,176.3,2.5,
413,4.33,11.80,0.27,150.00,0.03,42.127864,-80.110561,176.4,2.5,
415,4.34,11.75,0.25,128.80,0.03,42.127864,-80.110561,176.4,2.5,
417,4.35,11.83,0.30,153.61,0.03,42.127865,-80.110561,176.5,2.5,
419,4.36,11.69,0.25,131.86,0.03,42.127865,-80.110561,176.4,2.5,
421,4.37,11.77,0.26,149.94,0.03,42.127865,-80.110560,176.4,2.5,
423,4.38,11.69,0.25,146.71,0.03,42.127865,-80.110561,176.5,2.5,
425,4.38,11.69,0.23,140.16,0.03,42.127864,-80.110562,176.6,2.5,
427,4.39,11.71,0.27,142.18,0.03,42.127862,-80.110564,176.7,2.5,
429,4.40,11.77,0.25,113.69,0.04,42.127862,-80.110564,176.8,2.5,
431,4.41,11.84,0.25,126.84,0.03,42.127861,-80.110564,177.0,2.5,
433,4.42,11.76,0.24,116.28,0.03,42.127861,-80.110564,177.0,2.5,
435,4.42,11.67,0.22,114.94,0.03,42.127861,-80.110564,177.1,2.5,
437,4.43,11.73,0.23,119.05,0.03,42.127861,-80.110564,177.2,2.5,
439,4.44,11.74,0.23,99.96,0.04,42.127861,-80.110564,177.2,2.7,
441,4.45,11.71,0.23,99.05,0.04,42.127861,-80.110564,177.3,2.7,
443,4.46,11.77,0.22,92.36,0.04,42.127861,-80.110563,177.1,2.7,
445,4.46,11.71,0.22,87.61,0.04,42.127861,-80.110563,177.2,2.7,
447,4.47,11.69,0.19,77.42,0.04,42.127860,-80.110563,177.2,2.7,l
449,4.48,11.67,0.24,96.15,0.04,42.127861,-80.110562,177.1,2.5,
451,4.49,11.66,0.23,92.48,0.04,42.127862,-80.110560,177.0,2.5,
453,4.49,11.71,0.27,98.58,0.05,42.127861,-80.110560,177.0,2.5,
455,4.50,11.59,0.22,74.00,0.05,42.127860,-80.110560,177.0,2.5,
457,4.51,11.78,0.22,71.41,0.05,42.127859,-80.110560,177.0,2.5,
459,4.51,11.65,0.19,66.39,0.05,42.127859,-80.110560,177.1,2.5,l
461,4.52,11.61,0.18,64.94,0.05,42.127858,-80.110560,177.2,2.5,l
463,4.53,11.65,0.20,73.34,0.05,42.127858,-80.110561,177.3,2.5,
465,4.53,11.58,0.21,77.52,0.05,42.127857,-80.110561,177.4,2.5,
467,4.54,11.64,0.21,80.46,0.04,42.127856,-80.110562,177.4,2.5,
469,4.55,11.66,0.23,97.42,0.04,42.127855,-80.110563,177.4,2.6,
471,4.55,11.60,0.18,61.41,0.05,42.127854,-80.110562,177.3,2.6,l
473,4.56,11.70,0.19,70.61,0.04,42.127854,-80.110563,177.3,2.6,l
475,4.57,11.75,0.21,70.14,0.05,42.127853,-80.110564,177.7,2.6,
477,4.57,11.66,0.19,57.58,0.06,42.127853,-80.110564,177.4,2.6,l
479,4.58,11.63,0.20,54.38,0.06,42.127851,-80.110565,177.4,2.5,
481,4.59,11.68,0.15,39.06,0.06,42.127850,-80.110566,177.5,2.5,l
483,4.59,11.72,0.16,39.86,0.07,42.127849,-80.110566,177.4,2.5,l
485,4.60,11.75,0.19,48.53,0.07,42.127850,-80.110567,177.6,2.5,l
487,4.60,11.76,0.18,44.94,0.07,42.127850,-80.110566,177.6,2.5,l
489,4.61,11.70,0.16,40.74,0.07,42.127849,-80.110565,177.4,2.8,l
491,4.61,11.60,0.15,45.00,0.06,42.127850,-80.110562,176.7,2.8,l
493,4.62,11.60,0.14,43.82,0.05,42.127850,-80.110562,176.4,2.8,l
495,4.62,11.54,0.10,39.45,0.04,42.127850,-80.110562,176.4,2.8,l
497,4.63,11.60,0.13,57.78,0.04,42.127850,-80.110561,176.2,2.8,l
499,4.63,11.61,0.12,67.91,0.03,42.127850,-80.110560,176.3,2.5,l
501,4.64,11.57,0.21,130.60,0.03,42.127850,-80.110559,176.3,2.5,
503,4.64,11.53,0.20,143.68,0.02,42.127850,-80.110559,176.4,2.5,
505,4.65,11.59,0.24,163.27,0.02,42.127849,-80.110559,176.4,2.5,
507,4.66,11.73,0.23,177.88,0.02,42.127849,-80.110559,176.5,2.5,
509,4.67,11.77,0.23,174.24,0.02,42.127850,-80.110560,176.6,2.5,
511,4.68,11.67,0.27,207.37,0.02,42.127849,-80.110560,176.6,2.5,
513,4.69,12.29,0.25,201.29,0.02,42.127848,-80.110560,176.7,2.5,
515,4.69,8.63,0.24,141.34,0.03,42.127849,-80.110561,176.7,2.5,
517,4.72,5.59,0.78,448.28,0.03,42.127848,-80.110562,176.7,2.5,
519,4.76,3.89,0.95,487.93,0.03,42.127848,-80.110563,176.7,5.3,
521,4.78,3.00,0.68,354.17,0.03,42.127847,-80.110563,176.7,5.3,
523,4.79,3.49,0.37,193.31,0.03,42.127846,-80.110562,176.7,5.3,
525,4.79,4.18,0.18,90.77,0.03,42.127846,-80.110561,176.6,5.3,l
527,4.79,4.30,0.07,34.16,0.03,42.127846,-80.110560,176.4,5.3,lm
529,4.79,4.33,0.03,13.57,0.04,42.127845,-80.110561,176.5,3.5,lm
531,4.79,4.27,0.02,8.83,0.04,42.127844,-80.110561,176.5,3.5,lm
533,4.79,4.83,0.01,4.20,0.04,42.127843,-80.110561,176.4,3.5,lm
535,4.80,5.02,0.04,18.70,0.04,42.127842,-80.110562,176.4,3.5,lm
537,4.81,4.36,0.22,105.06,0.03,42.127842,-80.110562,176.3,3.5,
539,4.82,3.84,0.27,131.77,0.03,42.127840,-80.110562,176.2,3.5,
541,4.82,3.87,0.15,64.77,0.04,42.127838,-80.110563,176.1,3.5,l
543,4.82,3.76,0.07,29.65,0.04,42.127837,-80.110563,175.8,3.5,lm
545,4.82,3.76,0.03,13.30,0.04,42.127837,-80.110564,175.6,3.5,lm
547,4.82,3.63,0.01,4.25,0.04,42.127838,-80.110563,175.2,3.5,lm
549,4.82,3.67,0.00,0.00,0.04,42.127839,-80.110564,175.2,3.5,lm
551,4.82,3.77,0.00,0.00,0.04,42.127840,-80.110566,175.2,3.5,lm
553,4.82,3.88,0.01,4.47,0.05,42.127841,-80.110566,175.1,3.5,lm
